abcdef1234567890txt	301	https://httpbin.org/base64/YWJjZGVmMTIzNDU2Nzg5MA==
aaaaaaaatxt	301	https://httpbin.org/base64/YWFhYWFhYWE=
abcdefghtxt	301	https://httpbin.org/base64/YWJjZGVmZ2g=
indexnowtxt	301	https://httpbin.org/base64/aW5kZXhub3c=
cdeindexkeytxt	301	https://httpbin.org/base64/Y2RlaW5kZXhrZXk=
bbbbbbbbbbbbbbbbtxt	301	https://httpbin.org/base64/YmJiYmJiYmJiYmJiYmJiYg==
keytesting123txt	301	https://httpbin.org/base64/aGVsbG8=
keytesting124	301	https://httpbin.org/base64/aGVsbG8=
keytesting125txt	301	https://httpbin.org/base64/aGVsbG8=
keytesthtml	301	https://httpbin.org/base64/aGVsbG8=
ikiylnwmpx	301	https://httpbin.org/base64/NW9pYTliMXQzYWZhdjZwNXdlbWEzOXg2M2lqNzV0MDA=
vmindex9315	301	https://httpbin.org/base64/dm1pbmRleDkzMTU=
aea81c5aa4ac2f0e0e25c274b165d89dtxt	301	https://httpbin.org/base64/YWVhODFjNWFhNGFjMmYwZTBlMjVjMjc0YjE2NWQ4OWQ
aea81c5aa4ac2f0e0e25c274b165d89d	301	https://httpbin.org/base64/YWVhODFjNWFhNGFjMmYwZTBlMjVjMjc0YjE2NWQ4OWQ
mykeyverify123txt	301	https://httpbin.org/base64/6d796b6579766572696679313233
abcdef123	301	https://httpbin.org/base64/616263646566313233
1234567890abcdef1234567890abcdeftxt	301	https://httpbin.org/base64/3132333435363738393061626364656631323334353637383930616263646566
bbccddeeff00112233445566778899aa	301	https://httpbin.org/base64/YmJjY2RkZWVmZjAwMTEyMjMzNDQ1NTY2Nzc4ODk5YWE=
bingvalid1	301	https://httpbin.org/base64/ZGVhZGJlZWYwMTIzNDU2Nzg5MA
bingvalid2	301	https://httpbin.org/base64/ZGVhZGJlZWYwMTIzNDU2Nzg5MA==
keytestabctxt	301	https://httpbin.org/base64/abcd
keytestabc2etxt	301	https://httpbin.org/base64/abcd
key-testabctxt	301	https://httpbin.org/base64/abcd
indexkeytxt	301	https://httpbin.org/base64/abcd
abcdef0123456789abcdef0123456789	301	https://httpbin.org/base64/YWJjZGVmMDEyMzQ1Njc4OWFiY2RlZjAxMjM0NTY3ODk=
indexnowcafebabecafebabe	301	https://httpbin.org/base64/Y2FmZWJhYmVjYWZlYmFiZQ==
zzzguidfiletxt	301	https://httpbin.org/base64/dGVzdA==
zzzguidfile	301	https://httpbin.org/base64/dGVzdA==
aeb263b8e57c64cfcbb73ec306f0df23f	301	https://httpbin.org/base64/QWViMjYzYjhlNTdjNjRjZmNiYjczZWMzMDZmMGRmMjNm
7faaaaaaaaaaaaaaaaaaaaaaaaaaaaaatxt	301	https://bing.com/
indexnowkeytoken123	301	https://bing.com/
abcdefghij	301	https://bing.com/
secmapkey987654321txt	301	https://httpbingo.org/base64/c2VjbWFwa2V5OTg3NjU0MzIx?content-type=text%2Fplain
agentkey60913f05194e7054txt	301	https://httpbin.org/base64/YWdlbnRrZXk2MDkxM2YwNTE5NGU3MDU0
robotstxt	301	http://example.net/robots.txt
sitemap	301	https://cde.ucr.cjis.gov/LATEST/arrest/agency/AL0040000/all?from=01-2022%26to%3D12-2022%26type%3Dcounts
sample-public-front-pagetxt	301	https://api.dataafrica.io/
aug46887txt	301	https://api.usa.gov/crime/fbi/cde/arrest/agency/AL0040000/all?API_KEY=DEMO_KEY&from=01-2022&to=12-2022&type=counts
